3;10
4;12
5;13
6;21
7;23
8;23
10;14
11;20
12;19
13;23
14;16
15;25
16;15
17;19
20;20
21;13
23;15
24;8
25;16
26;17
27;20
28;16
29;13
30;10
31;16
39;21
40;16
41;23
42;27
43;21
44;19
45;25
46;20
47;20
48;14
49;17
50;20
51;15
52;12
53;12
54;12
55;12
56;12
57;9
58;30
59;26
60;16
61;16
63;27
64;16
65;20
66;29
67;21
69;27
70;25
71;20
72;17
73;10
74;23
75;20
76;18
85;11
86;14
88;18
89;20
90;16
91;11
94;23
95;10
97;14
98;9
99;13
101;22
102;21
104;25
105;22
107;16
108;18
109;23
112;15
113;17
114;16
115;16
116;30
117;22
118;19
119;19
120;22
121;13
122;11
123;11
124;14
125;15
127;12
128;15
129;15
130;16
132;13
133;20
134;15
135;13
136;14
137;17
139;13
140;23
141;12
142;20
143;15
144;13
147;10
148;8
150;14
151;20
152;12
153;16
155;19
156;19
157;19
159;15
161;24
162;22
163;19
164;29
165;27
166;24
167;20
168;11
169;11
170;12
171;13
172;12
173;23
174;21
175;14
176;13
177;16
178;17
181;19
182;17
183;19
184;24
185;18
186;9
187;9
188;8
189;7
190;10
191;21
192;18
193;27
194;14
196;11
197;20
199;10
200;26
201;23
202;25
203;23
204;22
205;19
206;9
207;9
208;13
209;15
210;13
211;17
212;15
223;11
224;11
226;12
228;14
229;15
230;15
270;30
271;16
273;7
275;24
276;23
277;24
278;20
279;18
280;19
281;18
282;19
283;26
285;20
286;13
287;23
288;11
289;11
290;30
291;27
292;28
293;29
294;8
295;20
296;22
297;27
298;27
299;25
300;12
301;12
302;8
303;15
304;19
306;8
307;17
308;16
309;15
311;28
312;30
313;24
314;30
320;16
321;11
322;11
323;0
324;22
325;17
326;13
338;11
346;13
347;22
348;21
349;22
350;15
351;20
352;21
353;17
354;21
357;5
358;10
359;21
360;22
361;28
362;8
363;8
364;8
365;5
366;10
367;8
368;10
369;7
370;12
371;31
372;26
373;29
374;24
375;24
376;11
380;18
381;18
383;24
384;25
385;17
394;23
397;17
398;32
399;20
400;23
401;26
402;30
403;28
404;20
405;27
406;17
407;19
408;13
409;33
410;22
411;23
412;23
414;24
415;27
416;9
417;9
418;31
419;23
420;23
421;25
422;21
423;17
424;26
425;30
426;27
427;19
428;21
429;25
430;23
431;29
432;32
433;6
434;5
440;7
442;6
444;2
445;6
447;3
449;6
451;19
452;10
453;13
454;12
455;14
456;12
457;8
458;12
459;16
460;16
461;12
508;21
509;24
510;10
512;11
513;0
514;0
515;100
516;12
517;13
518;12
519;8
520;12
521;9
523;19
525;12
526;16
527;13
539;14
540;14
541;14
542;18
543;17
544;22
545;10
546;12
547;10
548;18
549;19
550;11
551;20
552;11
573;11
574;14
585;12
675;12
683;21
684;17
685;23
688;17
689;25
690;24
691;22
692;12
693;18
695;12
696;20
697;17
699;19
700;17
701;24
703;16
704;19
705;11
706;10
707;8
708;12
709;15
710;16
711;16
712;17
713;18
714;21
715;19
716;15
717;13
718;12
719;12
720;19
721;25
722;18
723;19
724;24
725;17
726;23
727;26
730;17
731;25
732;18
733;23
734;23
739;20
740;12
741;12
742;11
743;6
744;19
745;22
746;17
748;5
749;8
751;23
752;23
753;17
754;24
755;18
756;18
757;15
758;18
759;20
760;17
761;12
762;18
763;21
764;20
768;22
769;17
770;14
771;19
772;17
773;17
774;16
775;27
776;19
778;19
780;21
781;27
784;16
785;19
788;15
789;19
790;20
791;16
792;18
793;18
794;14
795;17
796;16
797;14
798;17
799;15
813;12
814;11
828;12
847;9
848;5
849;5
850;3
851;4
853;21
854;17
855;15
860;21
861;19
862;22
863;9
864;20
865;8
867;20
869;7
870;15
871;15
872;17
874;11
885;13
886;16
889;17
895;13
904;16
905;15
906;22
907;17
908;13
909;11
910;15
911;8
912;5
913;5
914;9
915;15
916;18
917;18
918;28
919;25
921;24
923;19
926;16
927;18
928;14
929;21
931;21
932;22
933;17
934;19
935;20
936;7
937;5
938;5
939;5
940;8
941;7
942;7
943;5
944;10
945;21
946;16
947;8
948;17
949;16
950;9
951;17
952;17
953;20
954;15
955;14
956;18
957;22
958;19
960;21
961;23
962;21
980;21
981;25
982;19
983;13
984;19
985;20
986;10
987;16
988;22
989;16
990;10
991;18
992;12
993;19
994;15
998;10
999;10
1002;13
1003;17
1004;16
1005;13
1006;22
1007;24
1008;19
1009;5
1011;16
1012;17
1013;15
1014;19
1015;14
1026;18
1027;12
1028;11
1029;10
1030;22
1031;14
1032;14
1033;16
1037;8
1038;22
1039;9
1040;17
1041;10
1042;12
1043;13
1044;13
1049;8
1050;11
1053;15
1054;8
1055;8
1056;16
1057;10
1059;10
1060;9
1061;10
1062;8
1064;15
1065;16
1066;18
1067;19
1068;19
1069;14
1070;15
1071;18
1072;29
1073;16
1074;21
1075;26
1076;24
1077;20
1078;15
1079;18
1080;23
1081;21
1083;19
1084;12
1085;8
1086;7
1087;13
1088;15
1089;18
1090;18
1091;16
1103;9
1104;9
1105;8
1106;5
1147;23
1148;22
1149;23
1150;18
1151;19
1152;18
1156;7
1158;13
1159;22
1160;25
1163;25
1164;18
1165;15
1167;10
1168;17
1170;7
1172;17
1173;29
1174;24
1175;17
1176;25
1181;18
1182;19
1183;18
1184;10
1185;13
1189;17
1190;13
1191;18
1192;26
1193;23
1194;14
1195;13
1196;12
1197;15
1198;18
1199;12
1200;17
1201;20
1202;22
1203;17
1209;12
1210;12
1212;36
1213;31
1215;24
1216;17
1217;23
1219;24
1220;21
1221;34
1222;27
1223;31
1224;46
1225;35
1226;8
1227;15
1228;21
1229;10
1230;32
1231;21
1232;20
1233;26
1234;27
1235;31
1236;31
1237;29
1238;20
1239;20
1240;23
1242;25
1243;23
1244;35
1245;30
1250;15
1251;17
1253;11
1254;9
1255;14
1256;8
1257;14
1258;19
1259;19
1312;19
1313;22
1314;12
1315;20
1316;17
1339;15
1340;9
1341;13
1349;17
1350;20
1352;29
1398;17
1408;18
1418;15
1419;17
1420;8
1421;8
1422;8
1423;5
1424;11
1426;12
1427;20
1428;13
1430;15
1431;22
1433;19
1434;19
1435;22
1436;15
1437;11
1438;10
1439;8
1440;8
1441;14
1442;12
1443;8
1446;8
1447;7
1452;12
1453;14
1496;0
1498;14
1499;17
1500;21
1501;7
1502;12
1504;12
1505;12
1506;8
1507;15
1508;22
1510;35
1511;25
1512;30
1513;29
1514;20
1515;28
1516;10
1517;20
1519;25
1520;9
1521;18
1522;17
1523;0
1524;0
1526;20
1527;14
1528;20
1529;19
1533;10
1535;9
1536;13
1537;15
1538;19
1539;12
1540;17
1541;20
1542;11
1543;14
1571;30
1572;20
1573;11
1574;31
1575;26
1576;24
1577;26
1578;9
1581;23
1582;27
1583;16
1586;20
1587;26
1589;9
1590;15
1592;17
1594;15
1597;24
1598;17
1599;21
1600;12
1601;20
1602;15
1603;15
1604;12
1611;13
1612;16
1613;18
1614;0
1615;0
1616;10
1617;23
1618;22
1619;23
1620;20
1621;13
1622;14
1623;14
1624;8
1625;0
1627;21
1628;20
1629;15
1630;17
1631;17
1633;5
1634;28
1635;30
1636;32
1638;16
1640;5
1642;8
1643;12
1644;7
1646;8
1647;10
1648;12
1649;9
1651;7
1652;5
1653;9
1657;11
1658;10
1659;14
1661;10
1662;17
1684;10
1687;13
1688;20
1689;20
1690;21
1691;23
1692;24
1693;19
1694;17
1695;21
1697;27
1699;21
1700;15
1701;8
1702;12
1703;12
1704;15
1706;9
1713;12
1714;10
1715;10
1716;8
1717;17
1718;20
1719;20
1723;21
1724;14
1725;17
1726;20
1727;20
1729;25
1730;19
1731;23
1732;22
1734;15
1735;9
1737;20
1738;11
1739;27
1741;30
1742;0
1743;0
1744;0
1746;0
1749;22
1750;15
1752;8
1753;16
1754;11
1755;13
1756;11
1757;10
1758;22
1759;9
1760;18
1761;12
1762;12
1765;15
1766;18
1770;7
1771;8
1772;7
1773;5
1774;11
1775;10
1776;7
1777;23
1778;17
1779;21
1780;23
1782;20
1783;21
1784;24
1786;14
1787;25
1788;21
1789;20
1790;17
1791;13
1792;12
1793;17
1795;9
1796;5
1797;16
1798;9
1799;19
1800;10
1801;8
1802;14
1803;16
1804;18
1805;19
1806;0
1807;0
1808;0
1809;0
1811;0
1812;0
1813;0
1814;0
1815;0
1816;0
1817;0
1818;0
1821;0
1822;0
1823;0
1824;0
1825;0
1826;9
1827;8
1828;11
1829;8
1830;11
1831;14
1832;14
1833;12
1834;9
1835;14
1836;11
1837;9
1843;13
1887;16
1888;18
1889;20
1890;40
1891;27
1892;36
1894;27
1895;17
1896;27
1899;36
1900;37
1901;26
1902;29
1903;36
1904;34
1905;21
1907;28
1908;25
1909;33
1910;32
1911;32
1914;33
1915;32
1916;33
1917;25
1918;33
1919;30
1920;11
1929;28
1930;25
1931;28
1932;33
1933;18
1934;23
1935;26
1959;16
1960;17
1961;19
1962;15
1963;14
1965;16
1966;11
1967;12
1969;26
1970;22
1971;23
1972;17
1973;26
1974;25
1975;19
1977;10
1978;8
1979;15
1980;36
1981;18
1982;33
1983;34
1984;26
1985;20
1986;26
1993;18
1994;28
1995;21
1996;16
2000;34
2001;40
2002;23
2026;19
2027;29
2028;21
2029;25
2030;16
2031;23
2033;23
2034;21
2035;30
2036;23
2037;16
2041;11
2042;17
2043;31
2044;18
2045;22
2046;22
2047;8
2048;7
2049;9
2050;7
2051;12
2052;11
2053;29
2054;18
2055;24
2056;25
2057;24
2058;20
2059;23
2060;18
2061;24
2062;17
2063;32
2064;28
2065;14
2066;10
2068;10
2069;10
2070;20
2071;26
2072;23
2073;19
2074;23
2075;22
2076;22
2079;16
2080;24
2081;16
2082;20
2083;10
2084;8
2085;12
2086;22
2087;9
2088;9
2090;31
2092;23
2093;32
2094;27
2095;25
2096;19
2097;22
2098;18
2099;22
2112;12
2113;14
2114;16
2115;12
2117;11
2121;16
2122;18
2124;16
2125;15
2126;15
2127;0
2128;0
2130;0
2131;0
2132;0
2133;0
2134;0
2135;0
2139;0
2140;0
2141;0
2142;0
2143;0
2144;10
2145;23
2146;14
2147;14
2149;12
2150;16
2153;32
2156;13
2158;11
2159;15
2161;14
2175;20
2178;12
2185;15
2193;16
2209;26
2210;17
2211;18
2213;27
2215;19
2216;23
2217;0
2218;20
2219;21
2220;24
2221;21
2224;14
2225;12
2226;14
2227;14
2230;19
2231;20
2232;25
2233;21
2234;22
2238;0
2241;0
2242;0
2244;38
2245;25
2246;31
2247;33
2248;39
2249;33
2250;19
2251;11
2252;10
2253;11
2254;8
2255;14
2256;9
2257;25
2258;35
2259;33
2260;25
2262;37
2263;25
2265;27
2266;26
2267;28
2268;26
2269;28
2270;28
2271;30
2273;35
2274;27
2275;24
2276;25
2281;24
2282;22
2284;38
2285;26
2286;34
2287;25
2288;19
2289;33
2291;24
2293;10
2294;10
2295;28
2296;12
2297;15
2299;18
2300;23
2301;22
2302;23
2303;35
2305;27
2306;24
2307;25
2308;26
2309;27
2310;19
2311;17
2312;11
2313;21
2314;19
2315;20
2316;8
2318;23
2319;23
2320;35
2349;22
2350;25
2351;0
2352;0
2353;0
2354;0
2355;100
2357;9
2358;13
2412;10
2413;11
2414;17
2415;17
2416;18
2417;15
2419;13
2420;16
2422;16
2423;17
2424;16
2425;11
2426;11
2427;22
2428;19
2468;19
2481;22
2482;20
2483;19
2484;28
2485;25
2486;33
2499;12
2500;25
2501;12
2502;13
2503;16
2504;15
2505;16
2506;24
2510;11
2512;20
2521;15
2522;14
2523;7
2524;8
2525;5
2526;14
2527;15
2528;13
2529;21
2530;22
2531;22
2532;17
2533;22
2534;16
2537;33
2538;25
2539;18
2540;23
2541;24
2549;17
2574;23
2575;26
2576;19
2577;12
2578;21
2579;10
2580;17
